ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes
12504,,,,,,21,2.6916869110074715,81.28384944110532,5.151023093298743,10.601189047725926,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12505,,,,,,21,1.5070596470116515,72.7953834450749,3.223948873990013,15.352308277462548,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12506,,,,,,22,2.037774178549583,70.45609992044983,5.317646016646005,30.09122324543126,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12507,,,,,,21,0.9364217832311802,86.42045263856997,2.13727666565779,33.06015559450843,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12508,,,,,,22,1.480178676034068,75.8260336694199,3.536103703896605,30.104659936254915,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12509,,,,,,21,0.8782350339348285,81.22368849975615,1.5879645843493726,24.991582646508448,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12510,,,,,,18,0.522015232573555,67.60700950460367,2.3227599924376947,42.20087618807546,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12511,,,,,,19,1.36818075406732,84.20213394868549,3.374227559449156,45.50060969962442,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12512,,,,,,22,0.4833699995182194,76.74934799980728,3.133871198188505,20.296087998843728,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12513,,,,,,19,2.0032875553038045,84.9928221396821,4.185453531919678,32.61448190584083,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12514,,,,,,19,2.5963807550745046,74.64081460798533,4.9859185392014655,21.55204429148684,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12515,,,,,,25,1.3403632892571942,78.14306883264277,5.039703634300135,20.281022944214254,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12516,,,,,,21,2.15344011238964,80.18913092141652,4.200230642761623,11.08887465168138,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12517,,,,,,21,2.640571853749612,74.06167458362096,5.2237004750172575,28.806167458362097,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12518,,,,,,21,2.3924903744376365,72.21517326012255,2.677080854723856,26.44513475787309,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12519,,,,,,18,1.5692983753910017,65.315752491445,4.5320471945395004,27.456696382235,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12520,,,,,,19,2.966906444320333,91.102991780852,3.752450649185614,19.72660726623513,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12521,,,,,,19,1.044166359780672,95.15045704139634,3.9651718508526193,23.99669105316645,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12522,,,,,,22,0.7656366528097501,78.07357674148807,2.4249776665904887,30.51573909757253,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12523,,,,,,21,2.7732106315867013,79.92796700542058,3.6412326279729808,29.97203299457942,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12524,,,,,,19,1.9508433220493424,66.54364060282529,4.710562214699562,39.49884021331079,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12525,,,,,,20,0.3398398712987047,77.30336963232648,4.067412015834279,33.63036691009312,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12526,,,,,,19,0.2409053345995196,74.96974341096256,1.990657624254483,24.85378941529372,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
12527,,,,,,20,1.7598629341577938,79.17465733539449,3.102505590108404,44.8386993261193,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12528,,,,,,20,2.113803956012472,77.30400416422366,3.815926963348163,27.71301353372688,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12529,,,,,,18,2.1812428400036703,92.25372861021305,6.368508646116813,26.159464725459188,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12530,,,,,,20,1.6941079963716856,83.3753583900909,3.358321121650261,35.26715513398954,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12531,,,,,,20,0.7967327961451842,76.1668342155823,3.579950625413046,28.30653440770964,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12532,,,,,,21,1.1408028867174391,90.63370559076834,1.628510042622192,45.87479662617179,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12533,,,,,,22,1.1420150076786186,74.04689638022657,3.62922423300806,24.50891359512788,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12534,,,,,,20,0.7806417661625232,78.48645160323562,4.365080220770316,26.24278013067161,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12535,,,,,,21,2.3063790595188784,81.01188617366482,4.91,41.844056913167584,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12536,,,,,,20,0.8595484613193056,76.82064359437021,4.374943557664913,25.35507981015781,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12537,,,,,,22,1.807688628883434,76.71330432320921,4.240198544684002,23.11703723767561,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12538,,,,,,22,1.3658736849633482,86.71681170033972,2.5285873684963347,41.72106667620241,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12539,,,,,,21,1.0883192990664885,79.5844383754413,4.499635867081561,41.69436605517334,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12540,,,,,,19,0.3741353653224897,78.9382906056263,3.7180286429778526,19.162322003893404,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12541,,,,,,20,1.3025130414977035,75.98961421880607,3.977378502669022,45.68360790945955,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12542,,,,,,19,2.2335238365171834,82.79864196230989,2.669876926316613,25.222987682918248,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12543,,,,,,18,0.0555178940560193,74.98075330044513,4.195894544278579,25.33943502466616,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12544,,,,,,21,0.1273672284257205,84.19060729694428,2.766625699237112,33.721384187818735,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12545,,,,,,17,3.519920099577792,75.8,4.639565824120832,55.099698488972805,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12546,,,,,,21,1.7693665985713978,80.98689514285651,2.8946303828573674,21.53014117143003,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12547,,,,,,19,1.0084760601605325,83.43359283665552,4.348496497143815,37.25038925498327,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12548,,,,,,19,2.820507562368132,89.67456806131318,4.279206721019,35.09153614217446,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12549,,,,,,23,1.545704516863517,73.05556030430246,4.553017840353875,11.152419620748578,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12550,,,,,,21,1.202921409199725,75.23969985733567,5.109588134132795,18.703370923999376,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12551,,,,,,20,2.09349351694683,77.75727884505817,2.4283039555681203,10.152660432923785,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12552,,,,,,19,1.2539239863781393,74.9067932038607,4.233676919280731,33.59667497470261,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12553,,,,,,21,2.6900634038457745,98.4020289230648,4.1099492769233805,25.60519911535351,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12554,,,,,,17,0.6522628689580015,83.00232514166522,3.5474238766663544,37.46355187604461,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12555,,,,,,21,1.700037714113653,69.4303336650576,4.0,34.01315279453233,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12556,,,,,,22,3.012162945917265,94.55346144993815,4.004339240500228,51.7663797468188,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12557,,,,,,22,0.5329306834892069,81.85529336805001,2.489151187394834,35.273052852657784,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12558,,,,,,21,0.0,72.08533311077737,5.698931041006952,41.607333444611314,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12559,,,,,,23,1.458480771963667,73.76141642379724,3.4272788420545,15.328798070090832,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12560,,,,,,19,2.6302690391348538,73.1679962539976,2.928180295923836,46.01555347444312,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12561,,,,,,21,1.513567927265684,78.16884390085205,3.7451257322230807,44.19899573547636,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12562,,,,,,21,1.242707008628842,86.11763926328835,4.07501078572981,39.77271419911538,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12563,,,,,,19,2.793116449162933,82.82249503249945,4.190854669450513,33.23521572424624,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12564,,,,,,22,2.555293834385075,80.11497197447761,3.5924603694432826,18.315508407656715,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12565,,,,,,19,2.3005656285463987,82.8165868405694,4.702281902337805,29.829530162770325,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12566,,,,,,21,2.4523013350433764,87.63417037512049,3.577727272844603,45.61185632574704,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12567,,,,,,22,1.1486304838690642,73.65806570111761,4.467585799861576,31.668549275838203,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12568,,,,,,22,1.8015309524049048,83.18660460111123,3.499090529756387,31.04880149850413,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12569,,,,,,21,1.2615815933936458,81.85912426524251,2.967041475832448,46.08384431382089,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12570,,,,,,20,1.8588418856610045,78.31073508528803,6.657490984953471,35.344632457355985,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12571,,,,,,21,0.0215879271439366,72.11071741063883,5.835761154436978,41.59234470668655,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12572,,,,,,23,1.466973633895598,74.09965182413414,3.831040998882124,43.79531726938816,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12573,,,,,,25,1.609375368693318,86.63839268157462,3.680535903899421,22.980803659212697,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12574,,,,,,20,1.0871143282230356,77.91550702129851,4.682888343450962,50.27165589669722,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12575,,,,,,20,2.5899676043317585,88.40936954443694,5.945654122330408,35.87592822554281,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12576,,,,,,19,1.5231309404379043,81.31744622287066,4.673933529099493,40.11752438686079,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12577,,,,,,21,2.0529162685257867,79.45915312987675,3.148359332748514,19.2628037896486,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12578,,,,,,19,2.358267036415539,83.57041873758692,4.622392696093248,7.787748373431535,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12579,,,,,,22,1.2314651751790726,70.50725508977554,5.6026599668806725,21.24822336589372,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12580,,,,,,18,2.485083817326039,83.82505330580373,4.815501372422768,7.823255032340818,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12581,,,,,,22,2.928107773076591,75.71662848522729,4.279627260098895,22.266743029545427,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12582,,,,,,25,0.9497456666358924,82.45158958352567,4.500508666728215,34.55349708375648,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12583,,,,,,17,0.5196362291363936,77.43857740647555,4.041114447121911,38.268141766185884,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12584,,,,,,27,1.3684556222252644,94.73822488901055,4.767724176662358,31.236640911805715,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12585,,,,,,22,2.733895405115384,85.18976796317408,4.7832556480809725,30.9326753012834,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12586,,,,,,21,1.3385520928630426,86.40438321851748,2.88589880063378,17.909209575640663,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12587,,,,,,21,1.1504335243327328,79.95863339550344,2.693681125617468,35.48324760128473,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12588,,,,,,22,1.4927027297622213,76.64384311474015,2.612282271759136,28.542643236448743,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12589,,,,,,20,2.491867892152912,71.9416616787038,4.504196095647592,19.547907937731647,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12590,,,,,,19,1.5181540674347316,80.53260000974251,3.7854281465604793,28.725688793628755,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12591,,,,,,22,0.9920895065358064,77.0,4.698560166820535,11.24372258515962,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12592,,,,,,18,0.2639936461550286,78.42413910417048,1.8979872923100567,36.94169172348138,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12593,,,,,,18,1.3553410574910811,75.29135914471973,3.908703871707961,30.43451256867517,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12594,,,,,,22,1.711674939121144,75.55596544117012,4.241454134247383,25.54560941649605,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12595,,,,,,18,0.5849043512381573,79.37697262874786,4.582281481844803,20.35394525749573,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12596,,,,,,21,1.1149215599568916,74.10296329051744,2.5994654456321493,24.39471256005713,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12597,,,,,,21,0.609274724507509,76.13588822819955,2.6636588857728296,13.635238061992055,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12598,,,,,,18,1.634449342737991,72.42148579818678,4.636347605584757,44.68155786382592,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12599,,,,,,20,0.7501088916486665,86.7752286724622,2.8969514963831884,21.36266878205544,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12600,,,,,,20,0.8115012841293316,73.5,2.871793778258703,31.37573123532343,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12601,,,,,,21,0.859886220850424,71.73543271604893,4.124571313443085,30.744575342935093,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
12602,,,,,,22,1.3210393426990952,79.44796111946874,4.560985188716859,35.81829669026535,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12603,,,,,,21,1.5694628365984862,78.59993058103112,4.072155595502943,36.405024539170725,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12604,,,,,,23,0.8336839161244178,84.98375463053776,5.662132204741919,39.32262446296471,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12605,,,,,,18,1.3225137483467424,70.36796719944401,2.94378022192831,27.82346165123626,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12606,,,,,,21,2.390751551151079,83.36589290440648,4.531038844946044,15.327166171672664,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12607,,,,,,20,0.4201392893721645,75.15498808033563,3.6809863208361375,32.346404813386016,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12608,,,,,,19,3.123795226100313,80.60322356811974,3.768983069330358,53.7776669772584,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12609,,,,,,21,0.4071585030369145,80.07079686682145,1.8264860017283464,45.76591944299048,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12610,,,,,,23,0.868313639080642,80.78664517918604,1.981195844711925,54.98084496587396,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
12611,,,,,,22,2.8788985712718627,80.58612321408982,3.204718107209459,14.818502381213564,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12612,,,,,,18,0.7264846948803548,77.7,3.113156561528341,12.313316436839028,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12613,,,,,,20,1.4774308465671662,76.74993480331683,5.154598118739631,23.59183198142628,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12614,,,,,,22,1.1988976403433833,67.19212598753985,3.9071653638655626,25.47559054049549,4,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12615,,,,,,20,2.092376958139312,75.74261748835873,2.3401887279174964,18.73790551161733,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12616,,,,,,21,2.2009545568506352,87.92212524860484,4.194447211407467,13.882862300061555,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12617,,,,,,20,0.5056956091559746,92.23211951144496,4.0,28.19030278734928,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12618,,,,,,18,3.10745028892794,75.23382015037075,3.015604436435344,37.7321133030991,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12619,,,,,,19,0.8340407858889352,78.88653071370355,1.8501225233826029,15.795510237901182,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12620,,,,,,21,2.1612854406819286,87.43654944788452,4.0,24.70913736197113,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12621,,,,,,20,2.294360553828731,85.58800233689487,4.0,33.07034106443258,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12622,,,,,,21,1.3082906032389785,75.21232817795118,4.0,26.724152196682883,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12623,,,,,,19,0.6805037864402287,72.88488640679314,2.484047030790324,28.96884813285559,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12624,,,,,,18,2.271345728044393,71.4389405335183,2.101614873653272,20.630866165251945,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12625,,,,,,21,0.6096863563246584,82.09843178162329,2.6005910685561155,34.79569735501355,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12626,,,,,,23,1.8960275958213264,89.30717703446206,3.7229687324807874,6.616445977545629,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12627,,,,,,21,0.6980806379216641,79.31477538084708,5.366315813384558,28.747030549512743,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12628,,,,,,20,0.8097573620305207,90.44255726023738,4.0,24.44288446159386,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12629,,,,,,18,1.362776630825583,76.13780632662433,3.01100400183685,27.17444673834884,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12630,,,,,,20,1.2674721854034705,78.9538863937608,3.5050423599769664,32.66845207710373,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12631,,,,,,19,0.4672084458710143,80.65696136414044,3.030657143518023,20.271024261877464,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12632,,,,,,19,0.5858796234228701,72.4975460666462,3.8821389373016126,19.31981439275517,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12633,,,,,,21,0.7748835276033907,81.55049310136569,6.238172923382567,21.46750554701601,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12634,,,,,,19,1.6134895066203785,84.27576724000531,2.416348869520612,26.836186975190184,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12635,,,,,,23,2.437564641030248,87.92488854994785,3.560651190762256,29.86868870247132,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12636,,,,,,19,3.4501737776849195,79.73578803561662,4.571129554951978,26.78394700890416,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12637,,,,,,19,1.3533410739692728,82.66674930318548,1.8644453510054104,38.65554962804155,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12638,,,,,,18,2.527861997907762,73.17341240802142,2.4165601051437102,37.35491104097592,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
12639,,,,,,19,0.2314449342811136,81.2,2.326320117821653,28.06925110124324,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12640,,,,,,20,1.75219771107547,82.88441773821616,2.879801715744452,35.83087124325047,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12641,,,,,,20,2.4965592361750395,77.78531872836966,6.15879125379684,29.78444326930174,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12642,,,,,,20,1.076086997954074,76.41346634733668,3.80018213840392,32.819211445416975,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12643,,,,,,19,1.560648362884431,77.61689546394462,4.242514608943015,25.82927836391264,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12644,,,,,,25,1.4529274461926307,77.93201103838882,5.335184546255656,20.210670346129604,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12645,,,,,,18,3.3047983457188126,89.89216704499347,5.596456357474362,37.92288939332463,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12646,,,,,,20,2.335530838660348,86.51474890309426,5.939425280183508,11.80221233546414,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12647,,,,,,21,1.7327312926370628,77.80119124778084,3.453515228903385,25.3821884650132,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12648,,,,,,21,2.438978654085923,79.03778257596167,4.723464830721742,29.94893270429614,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12649,,,,,,21,0.4368341513284852,76.39838423784839,6.117689982696018,36.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12650,,,,,,19,0.4412803794755975,81.38719620524402,3.7670899658646926,36.64043135303938,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12651,,,,,,18,1.8227228569225928,90.05130920615342,4.1700014593825605,40.274345396923295,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
12652,,,,,,22,0.7096457229878121,87.32834216097503,3.983783501098104,37.4,9,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
12653,,,,,,21,0.541463834277125,88.13927937584891,1.6251196556407792,46.26072062415109,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12654,,,,,,24,0.8795659980944892,87.46944030488174,1.7444672391416094,42.98697994283467,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
12655,,,,,,21,0.5948267420461837,87.00148530337172,4.413613854050813,20.1836633092841,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
