Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,Data_Ingresso
7184,19.0,Male,30012.0,Yes,2.56,77.5,5.0,8.4,Yes,No,4.7,4.0,4.0,4.0,Year 2,Ciências,Bachelor,0,2042-09-01
7185,21.1,Male,32943.0,Yes,4.56,69.9,3.0,30.9,No,Yes,6.7,2.97,2.96,2.96,Year 1,Ciências,Bachelor,0,2042-09-02
7186,22.5,Female,29952.0,Yes,3.93,84.4,2.0,43.9,No,No,2.6,3.02,2.99,2.99,Year 1,Administração,Master,0,2042-09-03
7187,17.0,Male,25000.0,Yes,4.3,68.8,4.0,40.4,No,Yes,7.0,1.4,1.51,1.41,Year 2,Engenharia,Master,0,2042-09-04
7188,25.7,Female,29688.0,Yes,3.52,72.6,1.0,29.4,No,No,5.4,3.9,4.0,3.98,Year 4,Sistemas de Informação,High School,0,2042-09-05
7189,20.4,Male,39915.0,No,5.73,87.5,2.0,30.2,No,No,2.9,3.14,3.01,3.08,Year 4,Engenharia,Bachelor,1,2042-09-06
7190,17.0,Female,27565.0,Yes,2.68,80.7,1.0,47.9,Yes,No,7.5,2.73,2.31,2.3,Year 3,Ciências,Bachelor,0,2042-09-07
7191,21.3,Female,38249.0,No,3.12,90.4,3.0,46.4,Yes,No,3.0,0.6,0.82,0.91,Year 2,Ciências,Bachelor,0,2042-09-08
7192,21.1,Female,25000.0,Yes,3.78,79.3,2.0,28.9,Yes,Yes,7.4,2.73,2.67,2.67,Year 1,Design,Master,0,2042-09-09
7193,20.8,Female,25000.0,Yes,3.87,77.6,1.0,22.4,No,Yes,5.4,3.35,3.55,3.48,Year 3,Administração,Bachelor,0,2042-09-10
7194,23.2,Female,25000.0,Yes,2.53,91.2,1.0,40.3,Yes,No,3.9,1.41,1.73,1.79,Year 4,Ciências,Bachelor,0,2042-09-11
7195,22.6,Male,25000.0,Yes,1.41,78.8,2.0,43.6,No,No,8.8,1.52,1.06,1.03,Year 2,Design,High School,0,2042-09-12
7196,21.7,Female,64364.0,Yes,4.46,84.2,2.0,46.5,Yes,No,6.2,2.38,2.43,2.43,Year 4,Engenharia,Bachelor,1,2042-09-13
7197,22.0,Female,45964.0,Yes,4.43,80.7,3.0,37.0,Yes,No,7.7,2.34,2.16,2.15,Year 4,Sistemas de Informação,Bachelor,0,2042-09-14
7198,20.8,Female,25000.0,Yes,6.21,83.0,0.0,25.7,Yes,No,6.3,3.78,4.0,4.0,Year 4,Sistemas de Informação,High School,0,2042-09-15
7199,24.9,Male,38658.0,Yes,5.63,80.2,3.0,10.0,No,No,5.1,2.48,2.06,2.01,Year 3,Administração,Bachelor,1,2042-09-16
7200,17.7,Female,25000.0,Yes,4.09,89.0,3.0,53.3,No,No,3.9,3.27,3.31,3.35,Year 2,Ciências,Bachelor,0,2042-09-17
7201,21.3,Female,25000.0,Yes,3.12,82.5,1.0,49.2,No,Yes,5.2,1.85,1.92,1.92,Year 1,Sistemas de Informação,Bachelor,0,2042-09-18
7202,21.1,Female,,Yes,,79.3,0.0,20.8,No,Yes,,1.16,1.15,1.17,Year 3,Design,High School,1,2042-09-19
7203,22.8,Female,53271.0,Yes,2.9,84.0,0.0,32.3,Yes,No,7.0,0.22,0.53,0.56,Year 4,Engenharia,Master,1,2042-09-20
7204,19.1,Male,,Yes,,69.6,3.0,27.4,No,No,,1.59,1.08,1.02,Year 3,Design,High School,0,2042-09-21
7205,17.2,Male,,Yes,,90.1,3.0,30.8,No,No,,2.66,2.85,2.81,Year 2,Ciências,High School,0,2042-09-22
7206,21.3,Male,,No,,69.9,3.0,25.2,Yes,Yes,,2.66,2.65,2.66,Year 4,Ciências,High School,0,2042-09-23
7207,21.6,Male,47359.0,Yes,2.61,76.7,1.0,38.3,No,Yes,5.8,0.0,0.0,0.0,Year 1,Administração,Bachelor,1,2042-09-24
7208,24.3,Male,25000.0,Yes,2.71,78.4,3.0,16.4,Yes,Yes,2.0,1.99,1.48,1.48,Year 1,Administração,Bachelor,0,2042-09-25
7209,18.2,Male,27428.0,No,1.52,84.0,2.0,25.3,Yes,No,5.6,1.01,0.8,0.83,Year 4,Ciências,Bachelor,1,2042-09-26
7210,23.5,Male,27989.0,Yes,3.48,95.0,2.0,40.5,Yes,Yes,5.3,3.42,3.33,3.33,Year 1,Administração,Bachelor,0,2042-09-27
7211,26.2,Male,35651.0,Yes,4.57,90.3,1.0,6.3,No,No,5.3,1.55,1.53,1.53,Year 1,Ciências,Master,0,2042-09-28
7212,20.2,Male,29966.0,Yes,3.22,70.2,3.0,33.7,No,No,2.6,1.77,1.83,1.83,Year 1,Ciências,High School,0,2042-09-29
7213,18.2,Female,28971.0,Yes,2.84,74.9,3.0,23.4,Yes,No,6.0,1.82,1.69,1.67,Year 4,Ciências,High School,1,2042-09-30
7214,20.1,Female,25000.0,Yes,2.12,70.8,1.0,49.4,No,No,4.5,2.72,2.72,2.69,Year 4,Administração,High School,1,2042-10-01
7215,21.0,Female,25000.0,Yes,4.36,71.6,1.0,33.9,No,No,5.3,1.33,0.98,0.91,Year 2,Ciências,High School,1,2042-10-02
7216,22.2,Male,25000.0,Yes,4.9,77.3,2.0,20.6,No,No,7.2,1.83,1.94,1.94,Year 1,Sistemas de Informação,Master,0,2042-10-03
7217,19.7,Female,,Yes,,77.5,3.0,47.4,No,No,,3.17,3.44,3.44,Year 1,Engenharia,PhD,0,2042-10-04
7218,24.4,Female,25000.0,Yes,4.9,80.0,4.0,30.3,Yes,No,5.3,3.69,3.81,3.75,Year 4,Design,Master,0,2042-10-05
7219,18.5,Female,25000.0,Yes,2.42,81.1,2.0,31.6,No,No,5.1,0.79,0.51,0.53,Year 2,Engenharia,High School,0,2042-10-06
7220,17.2,Female,25000.0,Yes,3.18,83.8,2.0,40.6,No,No,5.2,2.82,2.98,2.98,Year 1,Administração,Bachelor,0,2042-10-07
7221,23.4,Female,25000.0,Yes,3.74,74.5,3.0,22.7,No,Yes,4.7,3.47,2.72,2.68,Year 2,Sistemas de Informação,High School,0,2042-10-08
7222,17.0,Female,25000.0,No,5.66,81.4,2.0,47.4,No,No,4.8,1.06,0.77,0.83,Year 3,Ciências,High School,0,2042-10-09
7223,20.6,Male,50657.0,Yes,5.65,84.0,1.0,36.9,Yes,No,8.5,1.69,1.51,1.51,Year 1,Sistemas de Informação,,0,2042-10-10
7224,27.9,Male,25000.0,Yes,5.03,100.0,2.0,22.3,No,No,4.7,2.11,2.29,2.26,Year 3,Design,High School,1,2042-10-11
7225,21.0,Female,37809.0,Yes,5.0,89.4,5.0,24.8,No,No,6.0,1.88,2.18,2.18,Year 4,Engenharia,High School,0,2042-10-12
7226,18.5,Male,25000.0,No,2.97,95.2,0.0,14.9,No,Yes,5.7,2.39,1.95,1.95,Year 1,Administração,High School,0,2042-10-13
7227,20.9,Male,43622.0,Yes,4.13,82.2,2.0,33.7,Yes,Yes,5.6,2.78,2.94,3.04,Year 2,Administração,PhD,0,2042-10-14
7228,20.9,Female,25000.0,Yes,1.83,86.2,1.0,27.9,No,No,6.4,1.68,1.61,1.61,Year 3,Ciências,,0,2042-10-15
7229,21.4,Male,,No,,84.1,1.0,33.8,Yes,No,,3.31,3.05,3.13,Year 3,Ciências,Bachelor,0,2042-10-16
7230,22.5,Female,25302.0,Yes,3.68,67.7,1.0,9.6,Yes,Yes,8.0,1.76,2.08,2.09,Year 3,Engenharia,Bachelor,0,2042-10-17
7231,18.7,Female,89357.0,Yes,6.65,62.3,4.0,23.7,No,No,3.8,3.43,3.33,3.29,Year 4,Administração,High School,0,2042-10-18
7232,24.7,Male,,Yes,,58.0,4.0,18.2,Yes,Yes,,3.63,3.95,3.95,Year 1,Engenharia,Bachelor,0,2042-10-19
7233,21.5,Male,39812.0,Yes,3.02,91.9,2.0,35.9,No,Yes,3.4,4.0,3.55,3.59,Year 2,Engenharia,Bachelor,0,2042-10-20
7234,22.6,Male,27385.0,Yes,3.64,78.8,0.0,22.8,Yes,No,7.1,0.88,1.06,1.06,Year 1,Ciências,Bachelor,0,2042-10-21
7235,19.6,Male,35680.0,No,3.18,88.2,1.0,35.6,No,No,3.8,2.86,3.14,3.14,Year 1,Sistemas de Informação,PhD,0,2042-10-22
7236,23.8,Male,,Yes,,92.4,7.0,23.6,No,No,,0.8,0.47,0.43,Year 2,Ciências,Bachelor,1,2042-10-23
7237,20.4,Male,29030.0,Yes,3.97,71.7,0.0,49.5,Yes,No,6.0,1.17,1.23,1.28,Year 4,Engenharia,Master,0,2042-10-24
7238,21.6,Male,38738.0,Yes,2.72,93.8,2.0,30.6,No,No,5.8,2.62,2.53,2.53,Year 1,Ciências,Bachelor,0,2042-10-25
7239,18.9,Male,33689.0,Yes,3.92,72.7,1.0,41.0,Yes,No,7.5,1.22,1.2,1.27,Year 3,Administração,Master,1,2042-10-26
7240,18.8,Female,25000.0,Yes,1.43,80.3,3.0,28.6,No,Yes,4.4,3.62,3.88,3.9,Year 4,Administração,High School,0,2042-10-27
7241,22.5,Female,25000.0,Yes,4.21,73.4,2.0,41.1,Yes,No,8.1,2.46,2.35,2.38,Year 2,Engenharia,Bachelor,0,2042-10-28
7242,20.0,Female,25000.0,Yes,3.01,83.9,2.0,20.7,Yes,No,4.8,1.79,1.76,1.76,Year 1,Engenharia,High School,0,2042-10-29
7243,19.1,Female,48036.0,Yes,2.25,80.7,1.0,29.5,No,No,6.3,1.43,1.42,1.37,Year 3,Sistemas de Informação,Bachelor,0,2042-10-30
7244,19.6,Male,29177.0,No,4.94,88.4,3.0,24.4,Yes,Yes,5.2,3.85,3.21,3.27,Year 3,Design,Master,0,2042-10-31
7245,22.5,Female,35603.0,No,1.7,90.0,3.0,52.4,No,No,6.6,2.31,1.91,1.91,Year 1,Administração,,0,2042-11-01
7246,19.6,Male,25089.0,Yes,4.81,94.6,0.0,15.7,Yes,Yes,3.7,2.08,2.24,2.27,Year 3,Design,High School,0,2042-11-02
7247,20.7,Male,25000.0,Yes,4.61,88.0,5.0,54.8,No,No,5.7,1.2,0.96,0.98,Year 4,Administração,PhD,0,2042-11-03
7248,21.0,Female,25766.0,Yes,2.84,88.5,3.0,13.5,Yes,No,5.5,0.67,0.73,0.74,Year 4,Administração,PhD,0,2042-11-04
7249,17.0,Male,25000.0,Yes,3.64,78.4,1.0,38.8,Yes,No,6.3,2.0,1.87,1.93,Year 4,Administração,High School,0,2042-11-05
7250,17.8,Male,25000.0,Yes,4.35,80.6,3.0,22.5,Yes,No,6.2,1.62,2.27,2.31,Year 2,Sistemas de Informação,High School,0,2042-11-06
7251,21.7,Female,61291.0,Yes,4.3,84.5,3.0,33.1,Yes,No,4.0,2.99,3.39,3.43,Year 4,Administração,PhD,0,2042-11-07
7252,19.4,Female,25000.0,Yes,5.19,72.1,4.0,27.9,No,No,7.9,2.14,2.27,2.23,Year 2,Engenharia,Bachelor,0,2042-11-08
7253,23.3,Male,25000.0,Yes,4.95,91.0,4.0,20.0,No,Yes,5.4,3.34,3.74,3.77,Year 4,Design,High School,0,2042-11-09
7254,23.1,Male,78494.0,Yes,5.35,80.9,3.0,31.0,No,No,6.8,1.28,0.87,0.79,Year 2,Administração,Bachelor,0,2042-11-10
7255,22.6,Female,48484.0,Yes,5.5,83.6,2.0,25.0,Yes,No,3.2,2.23,2.72,2.74,Year 2,Design,Bachelor,0,2042-11-11
7256,25.0,Female,25000.0,Yes,4.15,69.9,3.0,36.9,Yes,No,4.8,3.8,3.61,3.57,Year 2,Sistemas de Informação,Bachelor,0,2042-11-12
7257,20.8,Male,38430.0,Yes,3.62,79.1,1.0,17.9,No,Yes,7.4,0.97,0.88,0.84,Year 3,Engenharia,Bachelor,0,2042-11-13
7258,22.4,Female,25810.0,No,3.84,88.9,1.0,35.7,No,Yes,8.4,1.59,1.97,1.97,Year 1,Sistemas de Informação,PhD,1,2042-11-14
7259,19.7,Female,25000.0,Yes,3.56,85.4,1.0,40.4,No,Yes,6.3,2.61,2.52,2.52,Year 3,Administração,PhD,0,2042-11-15
7260,26.4,Male,39530.0,No,5.88,88.6,0.0,28.7,Yes,No,5.3,3.68,3.69,3.66,Year 4,Ciências,High School,0,2042-11-16
7261,25.4,Female,25000.0,Yes,3.01,79.3,2.0,14.1,No,No,3.6,2.22,2.16,2.26,Year 4,Ciências,Bachelor,0,2042-11-17
7262,21.0,Female,31110.0,Yes,5.47,83.0,0.0,50.8,Yes,No,6.9,1.62,2.08,2.09,Year 3,Sistemas de Informação,High School,0,2042-11-18
7263,21.9,Male,54875.0,Yes,3.37,81.2,4.0,35.6,No,No,6.1,1.95,2.01,1.98,Year 4,Administração,,0,2042-11-19
7264,24.0,Female,51366.0,Yes,5.44,87.3,1.0,21.3,No,No,1.3,3.51,3.27,3.2,Year 2,Ciências,High School,0,2042-11-20
7265,20.7,Male,25000.0,Yes,4.95,84.1,0.0,35.9,No,Yes,2.4,2.58,2.47,2.42,Year 3,Sistemas de Informação,Bachelor,0,2042-11-21
7266,19.6,Female,39800.0,No,3.95,78.9,2.0,9.9,Yes,Yes,6.1,2.24,1.92,1.93,Year 4,Sistemas de Informação,Bachelor,1,2042-11-22
7267,22.9,Female,25000.0,Yes,4.34,61.5,2.0,44.1,No,No,4.0,4.0,3.72,3.72,Year 1,Sistemas de Informação,Bachelor,0,2042-11-23
7268,21.2,Male,38958.0,Yes,2.56,83.4,0.0,55.5,No,No,3.6,2.14,1.95,1.95,Year 1,Design,Bachelor,0,2042-11-24
7269,21.4,Female,32503.0,Yes,4.75,68.6,1.0,39.9,Yes,No,5.3,1.89,1.33,1.42,Year 4,Engenharia,,0,2042-11-25
7270,19.2,Female,37324.0,Yes,5.23,87.5,2.0,18.0,No,Yes,6.1,3.66,3.84,3.84,Year 1,Administração,Bachelor,0,2042-11-26
7271,17.2,Male,25000.0,No,5.74,88.7,1.0,6.1,No,No,8.1,1.36,1.52,1.56,Year 3,Ciências,,0,2042-11-27
7272,21.5,Male,103823.0,Yes,3.58,63.7,2.0,46.4,Yes,Yes,4.0,2.48,2.54,2.51,Year 2,Ciências,Bachelor,0,2042-11-28
7273,23.0,Male,25000.0,Yes,6.86,84.4,2.0,28.2,Yes,Yes,6.3,1.53,1.28,1.28,Year 1,Administração,Bachelor,0,2042-11-29
7274,20.5,Female,53259.0,Yes,3.59,84.2,2.0,25.3,Yes,Yes,3.7,2.01,2.27,2.26,Year 4,Ciências,Master,0,2042-11-30
7275,24.2,Female,25000.0,Yes,3.42,85.0,3.0,44.0,No,No,4.6,3.06,3.21,3.21,Year 1,Administração,Master,0,2042-12-01
7276,19.5,Female,40240.0,Yes,3.78,72.1,2.0,22.9,No,No,5.8,0.93,0.68,0.67,Year 2,Sistemas de Informação,Bachelor,1,2042-12-02
7277,18.7,Male,42002.0,Yes,3.79,85.8,2.0,39.1,No,No,5.2,2.95,3.23,3.16,Year 2,Engenharia,Master,0,2042-12-03
7278,20.9,Female,30730.0,Yes,2.14,71.9,3.0,30.3,Yes,No,3.0,0.85,0.74,0.69,Year 4,Engenharia,,0,2042-12-04
7279,20.8,Male,25000.0,Yes,2.53,87.5,0.0,33.0,No,No,6.4,3.01,3.27,3.27,Year 1,Design,High School,0,2042-12-05
7280,22.7,Male,32360.0,Yes,2.41,85.5,0.0,49.6,Yes,Yes,6.8,0.75,0.66,0.62,Year 4,Administração,,1,2042-12-06
7281,19.3,Male,34899.0,Yes,4.31,79.4,1.0,24.1,No,Yes,9.7,1.17,1.4,1.4,Year 1,Ciências,High School,0,2042-12-07
7282,24.0,Male,87026.0,Yes,5.95,85.4,1.0,23.0,No,No,5.9,1.4,1.04,1.04,Year 1,Ciências,High School,0,2042-12-08
7283,25.3,Female,25000.0,Yes,3.13,74.4,4.0,27.6,No,Yes,5.8,0.96,0.76,0.72,Year 4,Sistemas de Informação,Bachelor,1,2042-12-09
7284,20.9,Female,25000.0,Yes,3.83,77.5,2.0,15.6,Yes,No,6.0,2.66,2.97,2.97,Year 1,Sistemas de Informação,High School,0,2042-12-10
7285,23.7,Female,35272.0,Yes,2.95,91.3,2.0,41.2,Yes,Yes,3.0,3.38,2.97,2.97,Year 1,Design,Master,0,2042-12-11
7286,18.7,Female,25498.0,Yes,4.86,91.0,0.0,39.6,No,Yes,3.2,2.04,2.15,2.17,Year 2,Ciências,High School,0,2042-12-12
7287,23.4,Male,28000.0,No,4.35,73.2,4.0,29.9,No,No,5.4,2.14,2.11,2.05,Year 4,Engenharia,Bachelor,0,2042-12-13
7288,23.3,Female,56512.0,Yes,5.2,77.0,2.0,18.9,No,No,1.4,3.39,3.13,3.21,Year 2,Administração,Bachelor,0,2042-12-14
7289,22.9,Female,25000.0,Yes,2.69,77.6,3.0,5.0,Yes,No,3.5,3.16,3.25,3.27,Year 3,Ciências,Bachelor,0,2042-12-15
7290,21.0,Female,25000.0,Yes,3.95,82.5,2.0,20.0,No,No,4.6,1.76,1.54,1.54,Year 1,Sistemas de Informação,Master,1,2042-12-16
7291,17.0,Male,25000.0,Yes,3.7,80.9,1.0,27.2,No,No,7.3,3.52,4.0,4.0,Year 3,Design,Bachelor,0,2042-12-17
7292,19.6,Male,25000.0,Yes,3.78,92.3,1.0,7.2,No,No,6.0,3.08,2.86,2.86,Year 1,Engenharia,Bachelor,0,2042-12-18
7293,19.6,Female,125841.0,Yes,5.29,94.3,0.0,59.9,No,No,2.8,4.0,4.0,3.89,Year 3,Design,Bachelor,0,2042-12-19
7294,18.8,Male,42570.0,Yes,3.26,96.4,4.0,35.0,Yes,No,5.4,3.18,3.41,3.39,Year 3,Sistemas de Informação,Bachelor,0,2042-12-20
7295,21.3,Female,52625.0,No,3.42,99.3,2.0,36.5,No,No,6.6,1.5,1.52,1.49,Year 4,Sistemas de Informação,Bachelor,1,2042-12-21
7296,20.1,Female,28330.0,Yes,2.97,69.4,3.0,28.2,Yes,No,6.8,3.36,3.34,3.34,Year 1,Administração,Master,0,2042-12-22
7297,19.2,Male,46874.0,Yes,6.8,80.5,5.0,38.9,Yes,No,7.4,3.15,3.01,3.02,Year 2,Engenharia,Master,1,2042-12-23
7298,18.7,Male,25000.0,Yes,2.76,76.4,1.0,26.4,Yes,Yes,7.7,1.73,1.94,1.91,Year 2,Sistemas de Informação,High School,0,2042-12-24
7299,19.4,Female,55436.0,Yes,4.77,74.8,1.0,28.1,Yes,Yes,6.5,1.04,0.93,0.95,Year 4,Sistemas de Informação,Master,1,2042-12-25
7300,23.5,Male,25000.0,No,2.22,93.3,2.0,46.9,No,No,6.4,3.72,3.28,3.21,Year 4,Ciências,Bachelor,1,2042-12-26
7301,19.5,Female,25000.0,No,4.6,85.4,3.0,43.2,No,Yes,5.9,2.75,2.54,2.54,Year 2,Engenharia,High School,0,2042-12-27
7302,19.9,Female,40259.0,Yes,2.51,69.3,2.0,29.9,No,No,7.0,3.17,2.99,2.99,Year 2,Sistemas de Informação,High School,0,2042-12-28
7303,20.0,Male,35949.0,Yes,4.2,100.0,3.0,54.3,No,No,4.1,3.25,3.03,2.94,Year 4,Engenharia,Master,0,2042-12-29
7304,21.7,Female,31281.0,Yes,4.4,67.5,2.0,29.0,No,No,5.1,1.73,1.56,1.56,Year 4,Administração,PhD,0,2042-12-30
7305,22.0,Female,25000.0,Yes,3.9,79.2,0.0,23.9,No,Yes,4.2,4.0,4.0,3.99,Year 4,Sistemas de Informação,Bachelor,0,2042-12-31
7306,17.0,Female,31568.0,Yes,4.92,82.7,2.0,31.5,No,No,6.3,0.85,0.33,0.35,Year 4,Engenharia,Master,0,2043-01-01
7307,23.2,Female,52909.0,Yes,4.6,72.9,2.0,33.6,Yes,Yes,5.0,3.36,3.11,3.11,Year 1,Ciências,High School,0,2043-01-02
7308,24.2,Female,25000.0,Yes,3.11,86.4,3.0,15.7,Yes,No,7.3,4.0,3.57,3.54,Year 3,Design,Master,0,2043-01-03
7309,18.7,Male,65445.0,Yes,4.64,77.1,1.0,35.8,No,Yes,5.6,2.37,2.18,2.22,Year 3,Ciências,Bachelor,0,2043-01-04
7310,18.9,Male,25000.0,Yes,4.3,88.6,1.0,55.4,No,No,7.4,2.51,2.71,2.67,Year 4,Design,High School,0,2043-01-05
7311,20.0,Male,29850.0,Yes,5.24,85.2,1.0,41.4,Yes,No,1.7,1.07,1.2,1.2,Year 2,Engenharia,High School,1,2043-01-06
7312,19.3,Male,74697.0,Yes,2.11,62.0,0.0,38.0,Yes,No,4.2,0.0,0.1,0.02,Year 2,Administração,Bachelor,0,2043-01-07
7313,21.5,Female,25000.0,Yes,4.15,69.6,2.0,35.8,No,No,7.2,1.58,1.86,1.84,Year 4,Ciências,High School,0,2043-01-08
7314,17.0,Male,55960.0,Yes,4.12,88.8,3.0,18.0,No,No,5.5,2.86,2.58,2.58,Year 1,Design,Master,0,2043-01-09
7315,18.5,Female,97226.0,Yes,3.52,85.2,1.0,18.0,No,No,7.4,0.13,0.45,0.45,Year 2,Design,Master,1,2043-01-10
7316,24.4,Male,32946.0,Yes,5.38,73.8,4.0,32.0,No,No,6.0,2.1,1.71,1.71,Year 1,Design,Bachelor,1,2043-01-11
7317,19.0,Male,25000.0,No,3.08,76.6,2.0,24.9,No,No,3.8,1.72,1.4,1.41,Year 3,Administração,High School,0,2043-01-12
7318,23.7,Female,25000.0,Yes,4.93,81.3,3.0,12.6,Yes,No,8.7,1.45,2.04,2.02,Year 2,Administração,Bachelor,1,2043-01-13
7319,21.8,Male,65040.0,Yes,3.06,65.8,5.0,25.8,No,No,4.3,1.18,1.47,1.44,Year 2,Design,Bachelor,0,2043-01-14
7320,17.0,Female,63960.0,Yes,5.72,100.0,2.0,35.4,No,No,4.2,4.0,4.0,4.0,Year 1,Sistemas de Informação,High School,0,2043-01-15
7321,22.4,Male,70940.0,Yes,4.53,74.2,2.0,37.0,Yes,No,7.0,2.49,2.81,2.8,Year 2,Design,High School,0,2043-01-16
7322,20.7,Female,29153.0,Yes,1.98,82.2,2.0,20.0,No,No,3.9,4.0,3.43,3.43,Year 1,Administração,,0,2043-01-17
7323,20.0,Female,55419.0,Yes,5.48,95.4,2.0,29.4,Yes,No,3.2,1.66,0.94,0.92,Year 4,Ciências,High School,1,2043-01-18
7324,21.5,Female,28874.0,Yes,4.73,80.5,0.0,35.0,Yes,Yes,4.1,2.17,2.03,2.01,Year 3,Sistemas de Informação,PhD,0,2043-01-19
7325,22.0,Male,25000.0,Yes,4.12,84.6,1.0,14.8,No,Yes,7.0,0.66,1.18,1.15,Year 2,Ciências,Bachelor,1,2043-01-20
7326,22.6,Male,58367.0,Yes,3.17,74.3,2.0,20.7,No,No,9.4,0.0,0.99,1.0,Year 3,Design,Bachelor,1,2043-01-21
7327,23.6,Female,79247.0,Yes,2.89,77.6,4.0,29.8,No,No,5.5,1.94,2.09,2.09,Year 1,Ciências,Master,0,2043-01-22
7328,21.9,Female,25000.0,No,4.66,74.6,3.0,19.1,Yes,No,4.2,2.92,3.38,3.41,Year 4,Engenharia,Bachelor,0,2043-01-23
7329,18.0,Male,25000.0,No,2.0,92.2,1.0,26.1,No,No,7.7,0.0,0.01,0.02,Year 2,Sistemas de Informação,Master,1,2043-01-24
7330,20.0,Male,30455.0,No,3.12,76.7,3.0,59.9,Yes,No,4.4,1.27,1.27,1.32,Year 3,Engenharia,Master,1,2043-01-25
7331,27.5,Male,52769.0,No,4.91,76.1,1.0,11.9,Yes,Yes,4.7,1.57,1.13,1.1,Year 2,Sistemas de Informação,Bachelor,0,2043-01-26
7332,22.6,Male,25000.0,Yes,2.17,75.1,1.0,47.1,Yes,Yes,6.2,0.89,0.42,0.42,Year 4,Administração,Bachelor,0,2043-01-27
7333,26.2,Female,34071.0,Yes,2.23,85.1,5.0,34.1,No,No,7.6,1.07,0.95,1.01,Year 3,Sistemas de Informação,Bachelor,1,2043-01-28
7334,24.1,Male,25000.0,Yes,4.68,86.7,2.0,15.3,Yes,No,5.6,2.62,3.09,3.1,Year 3,Administração,Master,0,2043-01-29
7335,21.5,Male,45274.0,Yes,3.65,66.0,2.0,38.1,Yes,Yes,4.9,0.0,0.02,0.02,Year 1,Engenharia,Master,1,2043-01-30
7336,21.7,Female,25000.0,Yes,6.16,82.5,4.0,30.5,Yes,No,9.7,2.57,2.77,2.69,Year 2,Ciências,Bachelor,0,2043-01-31
7337,20.9,Male,47244.0,Yes,3.6,84.4,3.0,44.5,No,No,4.3,2.66,2.81,2.83,Year 3,Administração,High School,0,2043-02-01
7338,17.2,Female,27040.0,Yes,1.98,93.2,2.0,37.9,No,No,4.5,2.34,2.14,2.14,Year 1,Administração,Master,1,2043-02-02
7339,21.0,Female,25000.0,Yes,5.47,72.2,0.0,32.4,No,No,4.8,1.51,1.42,1.39,Year 3,Design,Master,0,2043-02-03
7340,23.7,Male,30891.0,Yes,2.27,73.0,0.0,26.3,No,No,6.5,1.36,1.49,1.46,Year 4,Design,Bachelor,0,2043-02-04
7341,19.7,Female,25000.0,No,2.69,87.1,1.0,44.0,Yes,Yes,4.7,3.7,3.76,3.77,Year 4,Sistemas de Informação,Bachelor,0,2043-02-05
7342,21.9,Male,25000.0,No,3.56,81.5,1.0,25.3,No,Yes,7.0,3.36,3.65,3.65,Year 3,Design,Bachelor,0,2043-02-06
7343,22.9,Male,36404.0,Yes,4.21,93.0,3.0,13.2,No,Yes,5.4,2.87,3.13,3.14,Year 4,Administração,Master,0,2043-02-07
7344,19.0,Male,25000.0,Yes,4.5,90.8,0.0,7.2,Yes,No,4.9,1.92,2.58,2.63,Year 2,Engenharia,Bachelor,0,2043-02-08
7345,20.0,Male,25000.0,Yes,5.25,84.2,2.0,15.2,No,Yes,4.5,4.0,4.0,4.0,Year 1,Administração,Master,0,2043-02-09
7346,18.8,Male,25000.0,No,0.65,81.5,2.0,39.6,No,No,5.5,0.0,0.0,0.0,Year 1,Design,Bachelor,0,2043-02-10
7347,19.2,Male,65925.0,No,2.78,80.7,1.0,25.6,Yes,No,6.3,2.87,2.31,2.28,Year 2,Sistemas de Informação,Master,0,2043-02-11
7348,18.2,Female,28394.0,Yes,5.38,81.8,0.0,20.7,No,Yes,5.4,3.34,3.16,3.26,Year 3,Design,Bachelor,0,2043-02-12
7349,19.0,Female,25000.0,Yes,2.84,82.5,3.0,24.8,No,No,5.9,1.24,1.25,1.25,Year 1,Ciências,Bachelor,1,2043-02-13
7350,24.1,Female,52423.0,Yes,3.93,93.4,2.0,40.0,No,Yes,4.1,3.13,3.34,3.4,Year 2,Administração,High School,0,2043-02-14
7351,19.0,Female,25000.0,Yes,5.75,65.7,3.0,37.6,Yes,Yes,4.2,3.5,3.73,3.73,Year 4,Ciências,High School,0,2043-02-15
7352,21.3,Male,34929.0,No,3.78,78.6,2.0,31.9,Yes,No,5.5,1.33,1.46,1.35,Year 4,Engenharia,PhD,1,2043-02-16
7353,19.9,Male,30196.0,Yes,3.66,83.6,1.0,22.8,No,No,5.7,2.02,1.85,1.85,Year 3,Sistemas de Informação,Master,0,2043-02-17
7354,23.6,Male,25000.0,Yes,3.79,77.2,2.0,25.3,No,No,5.6,1.72,1.53,1.53,Year 1,Sistemas de Informação,Master,0,2043-02-18
7355,23.9,Male,35472.0,Yes,5.67,79.7,1.0,28.4,No,No,4.4,1.79,1.68,1.68,Year 1,Engenharia,,0,2043-02-19
7356,22.9,Female,47285.0,Yes,1.92,78.5,4.0,19.3,No,Yes,5.6,1.87,1.87,1.83,Year 2,Sistemas de Informação,Master,0,2043-02-20
7357,21.7,Female,26610.0,Yes,6.32,92.4,2.0,28.7,No,No,5.5,1.75,2.13,2.15,Year 3,Ciências,Bachelor,0,2043-02-21
